,goals,assists,key_passes,xG,xA,time,shots,xGChain,xGBuildup,goals+assists,season,player
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2016,Timothy Fosu-Mensah
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2017,Timothy Fosu-Mensah
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2018,Timothy Fosu-Mensah
0,0,0,2,0.08578138053417206,0.12574833631515506,138,1,0.6020888835191727,0.47990095615386963,0,2019,Timothy Fosu-Mensah
0,0,0,2,0.015449298545718191,0.30515241622924805,85,1,0.4019051194190979,0.3608218729496002,0,2020,Timothy Fosu-Mensah
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2014,Nathaniel Clyne
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2015,Nathaniel Clyne
0,0,2,45,1.4340631179511547,4.596981344744563,3326,26,14.71954588033259,11.413932447321713,2,2016,Nathaniel Clyne
0,0,0,1,0.0,0.08609790354967117,151,0,0.22424789518117905,0.22424789518117905,0,2017,Nathaniel Clyne
0,0,0,0,0.028141109272837642,0.0,90,2,0.17202140390872955,0.15819387137889862,0,2018,Nathaniel Clyne
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2019,Nathaniel Clyne
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2020,Nathaniel Clyne
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2014,Alberto Moreno
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2015,Alberto Moreno
0,0,1,2,0.08194141834974289,0.18495304509997368,180,1,1.0054070055484772,0.9234655797481537,1,2016,Alberto Moreno
0,0,0,15,0.4868070911616087,0.8854625141248107,1260,12,5.326520532369614,4.363848169334233,0,2017,Alberto Moreno
0,0,0,3,0.02153877541422844,0.1352575272321701,156,1,0.5720921158790588,0.43683458864688873,0,2018,Alberto Moreno
0,0,0,12,0.7641640212386847,0.8625801336020231,1448,9,7.902076840400696,6.445034395903349,0,2019,Alberto Moreno
